ExecutionId,CycleName,FolderName,"Issue Key","Test Summary",Project,Component,Version,Priority,"Executed By","Executed On",ExecutionStatus,ExecutionDefects,CreationDate,"Assigned To","Custom Fields","Work Flow Status","Total Execution Time","Total Logged Time",StepId,OrderId,Step,"Test Data","Expected Result","Step Result",Comments,"Step Custom Fields"
c46b3977-297d-4432-8798-f36e875c5a33,"XYZ Bank App vs.1.2",,XBNB-21,"Test if warning message appears when deleting CU","XYZ_By Nora_Bank",,"XYZ Bank App_First Round",High,"Hochdorfer N","03-18-2023 14:17:50",PASS,,"03-17-2023 13:47:21","Hochdorfer N",,,,,3e5c597e-8e98-4c85-ad65-6dc7e7afa43d,1,"Admin is accessing user account",,"Admin user account can be accessed",PASS,,
c46b3977-297d-4432-8798-f36e875c5a33,"XYZ Bank App vs.1.2",,XBNB-21,"Test if warning message appears when deleting CU","XYZ_By Nora_Bank",,"XYZ Bank App_First Round",High,"Hochdorfer N","03-18-2023 14:17:50",PASS,,"03-17-2023 13:47:21","Hochdorfer N",,,,,1287a1c7-9b9c-45b1-8460-7c3ed309b01a,2,"Customers button opens up list of CUs",,"List of CUs is opening up",PASS,,
c46b3977-297d-4432-8798-f36e875c5a33,"XYZ Bank App vs.1.2",,XBNB-21,"Test if warning message appears when deleting CU","XYZ_By Nora_Bank",,"XYZ Bank App_First Round",High,"Hochdorfer N","03-18-2023 14:17:50",PASS,,"03-17-2023 13:47:21","Hochdorfer N",,,,,522573dd-f635-46e5-a6eb-64729275ba0a,3,"Click on Delete button at the end of a row and Warning message Pop Up window comes up.",,"Warning message is NOT coming up, CU is being deleted simply",PASS,,
f3cc84fe-d4b0-40ad-b06c-d19c3bf5efd5,"XYZ Bank App vs.1.2",,XBNB-14,"Test if customers list can be rearranged","XYZ_By Nora_Bank",,"XYZ Bank App_First Round",Medium,"Hochdorfer N","03-18-2023 14:18:14",PASS,,"03-17-2023 13:47:21","Hochdorfer N",,,,,efcad199-c84d-4649-8967-2ecc066d8e50,1,"Admin accesses account",,"Account of admin can be accessed OK",PASS,,
f3cc84fe-d4b0-40ad-b06c-d19c3bf5efd5,"XYZ Bank App vs.1.2",,XBNB-14,"Test if customers list can be rearranged","XYZ_By Nora_Bank",,"XYZ Bank App_First Round",Medium,"Hochdorfer N","03-18-2023 14:18:14",PASS,,"03-17-2023 13:47:21","Hochdorfer N",,,,,01436060-769d-4102-be81-31eaec428983,2,"Press Customers button and list of CU opens up",,"Customers button is functional and list of CU opens up OK",PASS,,
f3cc84fe-d4b0-40ad-b06c-d19c3bf5efd5,"XYZ Bank App vs.1.2",,XBNB-14,"Test if customers list can be rearranged","XYZ_By Nora_Bank",,"XYZ Bank App_First Round",Medium,"Hochdorfer N","03-18-2023 14:18:14",PASS,,"03-17-2023 13:47:21","Hochdorfer N",,,,,dedd6987-7da7-4d66-a389-d890c9641e0c,3,"Press once Fist name at top of the column and list should be rearranged in alphabetical order from A to Z or vice versa.",,"First name link is functional, list of names is getting rearranged from A to Z and vice versa if pressed again.",PASS,,
f9132498-2703-45e8-adba-9df28ab2e180,"XYZ Bank App vs.1.2",,XBNB-25,"Test Postcode field when creating CU","XYZ_By Nora_Bank",,"XYZ Bank App_First Round",Lowest,"Hochdorfer N","03-18-2023 16:06:55",PASS,,"03-18-2023 16:06:38",,,,,,04160045-c38f-45e3-8bfc-5cac62209f57,1,"Bank manager (admin) accesses account",,"Bank manager (admin) can access account OK",PASS,,
f9132498-2703-45e8-adba-9df28ab2e180,"XYZ Bank App vs.1.2",,XBNB-25,"Test Postcode field when creating CU","XYZ_By Nora_Bank",,"XYZ Bank App_First Round",Lowest,"Hochdorfer N","03-18-2023 16:06:55",PASS,,"03-18-2023 16:06:38",,,,,,dea306c8-2832-4873-aaab-1b9c5005dc51,2,"Press Add Customer",,"Add Customer button opens new page where CU name and postcode can be completed, Name fields are completed OK",PASS,,
f9132498-2703-45e8-adba-9df28ab2e180,"XYZ Bank App vs.1.2",,XBNB-25,"Test Postcode field when creating CU","XYZ_By Nora_Bank",,"XYZ Bank App_First Round",Lowest,"Hochdorfer N","03-18-2023 16:06:55",PASS,,"03-18-2023 16:06:38",,,,,,6ea449f0-65f2-4fb0-97e6-b49003468299,3,"Postcode field is competed with more than 10 characters",11223344556,"11 characters are accepted - NOT OK",PASS,,
43dde287-3ecd-49ba-8dfe-e615573b2399,"XYZ Bank App vs.1.2",,XBNB-27,"Check if BM main account page has all buttons required","XYZ_By Nora_Bank",,"XYZ Bank App_First Round",High,"Hochdorfer N","03-19-2023 12:13:00",PASS,,"03-19-2023 12:12:25",,,,,,b0f33e08-1f48-4f32-b026-1910e475fb8b,1,"Checking main account page of BM (administrator) for all the buttons it should contain",,"Account page of BM is missing LOGOUT button",PASS,,
57d5dbe3-d0b3-495b-9a84-c9307bff1ca5,"XYZ Bank App vs.1.2",,XBNB-11,"Test Bank Manager login","XYZ_By Nora_Bank",,"XYZ Bank App_First Round",Highest,"Hochdorfer N","03-18-2023 14:14:01",PASS,"| XBNB-19","03-17-2023 13:47:21","Hochdorfer N",,,,,2499ff99-6652-4b88-8784-285ac272535d,1,"Open main login page","https://www.globalsqa.com/angularJs-protractor/BankingProject/#/login","Main login page opens OK",PASS,,
57d5dbe3-d0b3-495b-9a84-c9307bff1ca5,"XYZ Bank App vs.1.2",,XBNB-11,"Test Bank Manager login","XYZ_By Nora_Bank",,"XYZ Bank App_First Round",Highest,"Hochdorfer N","03-18-2023 14:14:01",PASS,"| XBNB-19","03-17-2023 13:47:21","Hochdorfer N",,,,,42620e5a-7a30-4541-b968-57b6e2f06acb,2,"Bank Manager Login button is on the page and can be clicked on it",,"Bank Manager Login button is on the page and functional",PASS,,
57d5dbe3-d0b3-495b-9a84-c9307bff1ca5,"XYZ Bank App vs.1.2",,XBNB-11,"Test Bank Manager login","XYZ_By Nora_Bank",,"XYZ Bank App_First Round",Highest,"Hochdorfer N","03-18-2023 14:14:01",PASS,"| XBNB-19","03-17-2023 13:47:21","Hochdorfer N",,,,,c5addf14-4e59-4ed0-97bf-4eab8920e5b2,3,"Next page is opening up asking for User Name and Password with final Login button",,"User Name, Password field and  final Login button are MISSING",PASS,,
